# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________      "3.3.0"
Date_of_run______________________________________________________________ (date)_________________________ "02/02/2026 UTC"
Time_of_run______________________________________________________________ (time)_________________________      "11:07"
User_____________________________________________________________________ (username)_____________________    "jpeters"
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "Generic large tokamak"
PROCESS_git_tag__________________________________________________________ (tagno)________________________           ""
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           ""
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/jpeters/PROCESS/large_tokamak_IN.DAT"
Optimisation_switch______________________________________________________ (ioptimz)______________________            1
Figure_of_merit_switch___________________________________________________ (minmax)_______________________            1
# Numerics #
# PROCESS found a feasible solution #
beta_total_vol_avg_(range_normalised)____________________________________ (nitvar004)____________________ 4.50720554933699280e-02
beta_total_vol_avg_(upper_bound)_________________________________________ (boundu004)____________________ 1.00000000000000000e+00
beta_total_vol_avg_(lower_bound)_________________________________________ (boundl004)____________________ 1.00000000000000024e-03
nd_plasma_electrons_vol_avg______________________________________________ (itvar005)_____________________ 7.95317712326359450e+19
nd_plasma_electrons_vol_avg_(final_value/initial_value)__________________ (xcm005)_______________________ 1.06042361643514593e+00
nd_plasma_electrons_vol_avg_(range_normalised)___________________________ (nitvar005)____________________ 6.07467053394244380e-02
nd_plasma_electrons_vol_avg_(upper_bound)________________________________ (boundu005)____________________ 1.00000000000000000e+21
nd_plasma_electrons_vol_avg_(lower_bound)________________________________ (boundl005)____________________ 2.00000000000000000e+19
hfact____________________________________________________________________ (itvar006)_____________________ 1.19999108967295731e+00
hfact_(final_value/initial_value)________________________________________ (xcm006)_______________________ 1.09090099061177925e+00
hfact_(range_normalised)_________________________________________________ (nitvar006)____________________ 9.99991899702688425e-01
hfact_(upper_bound)______________________________________________________ (boundu006)____________________ 1.19999999999999996e+00
hfact_(lower_bound)______________________________________________________ (boundl006)____________________ 1.00000000000000006e-01
dr_cs____________________________________________________________________ (itvar007)_____________________ 5.35070484985041839e-01
dr_cs_(final_value/initial_value)________________________________________ (xcm007)_______________________ 1.07014096997008368e+00
dr_cs_(range_normalised)_________________________________________________ (nitvar007)____________________ 2.42340706170146268e-02
dr_cs_(upper_bound)______________________________________________________ (boundu007)____________________ 1.00000000000000000e+01
dr_cs_(lower_bound)______________________________________________________ (boundl007)____________________ 2.99999999999999989e-01
q95______________________________________________________________________ (itvar008)_____________________ 3.00001068257555925e+00
q95_(final_value/initial_value)__________________________________________ (xcm008)_______________________ 8.57145909307302611e-01
q95_(range_normalised)___________________________________________________ (nitvar008)____________________ 2.27288841687372739e-07
q95_(upper_bound)________________________________________________________ (boundu008)____________________ 5.00000000000000000e+01
q95_(lower_bound)________________________________________________________ (boundl008)____________________ 3.00000000000000000e+00
dr_bore__________________________________________________________________ (itvar009)_____________________ 2.12001386802538550e+00
dr_bore_(final_value/initial_value)______________________________________ (xcm009)_______________________ 1.06000693401269275e+00
dr_bore_(range_normalised)_______________________________________________ (nitvar009)____________________ 2.04041804851049030e-01
dr_bore_(upper_bound)____________________________________________________ (boundu009)____________________ 1.00000000000000000e+01
dr_bore_(lower_bound)____________________________________________________ (boundl009)____________________ 1.00000000000000006e-01
f_c_plasma_non_inductive_________________________________________________ (itvar010)_____________________ 5.94894941895722007e-01
f_c_plasma_non_inductive_(final_value/initial_value)_____________________ (xcm010)_______________________ 1.48723735473930496e+00
f_c_plasma_non_inductive_(range_normalised)______________________________ (nitvar010)____________________ 5.94489431327049012e-01
f_c_plasma_non_inductive_(upper_bound)___________________________________ (boundu010)____________________ 1.00000000000000000e+00
f_c_plasma_non_inductive_(lower_bound)___________________________________ (boundl010)____________________ 1.00000000000000002e-03
t_tf_superconductor_quench_______________________________________________ (itvar011)_____________________ 1.48948918577119453e+01
t_tf_superconductor_quench_(final_value/initial_value)___________________ (xcm011)_______________________ 5.95795674308477796e-01
t_tf_superconductor_quench_(range_normalised)____________________________ (nitvar011)____________________ 1.48097015592712156e-01
t_tf_superconductor_quench_(upper_bound)_________________________________ (boundu011)____________________ 1.00000000000000000e+02
t_tf_superconductor_quench_(lower_bound)_________________________________ (boundl011)____________________ 1.00000000000000006e-01
dr_tf_nose_case__________________________________________________________ (itvar012)_____________________ 2.20623754277212702e-01
dr_tf_nose_case_(final_value/initial_value)______________________________ (xcm012)_______________________ 4.41247508554425405e-01
dr_tf_nose_case_(range_normalised)_______________________________________ (nitvar012)____________________ 1.79603951870750234e-01
dr_tf_nose_case_(upper_bound)____________________________________________ (boundu012)____________________ 1.00000000000000000e+00
dr_tf_nose_case_(lower_bound)____________________________________________ (boundl012)____________________ 5.00000000000000028e-02
dx_tf_turn_steel_________________________________________________________ (itvar013)_____________________ 8.00010663663341080e-03
dx_tf_turn_steel_(final_value/initial_value)_____________________________ (xcm013)_______________________ 1.00001332957917644e+00
dx_tf_turn_steel_(range_normalised)______________________________________ (nitvar013)____________________ 1.15909384142916538e-06
dx_tf_turn_steel_(upper_bound)___________________________________________ (boundu013)____________________ 1.00000000000000006e-01
dx_tf_turn_steel_(lower_bound)___________________________________________ (boundl013)____________________ 8.00000000000000017e-03
f_a_tf_turn_cable_copper_________________________________________________ (itvar014)_____________________ 8.82030720863024253e-01
f_a_tf_turn_cable_copper_(final_value/initial_value)_____________________ (xcm014)_______________________ 1.10253840107878021e+00
f_a_tf_turn_cable_copper_(range_normalised)______________________________ (nitvar014)____________________ 8.68251638325055253e-01
f_a_tf_turn_cable_copper_(upper_bound)___________________________________ (boundu014)____________________ 9.39999999999999947e-01
f_a_tf_turn_cable_copper_(lower_bound)___________________________________ (boundl014)____________________ 5.00000000000000000e-01
c_tf_turn________________________________________________________________ (itvar015)_____________________ 8.99989021226459590e+04
c_tf_turn_(final_value/initial_value)____________________________________ (xcm015)_______________________ 1.38459849419455328e+00
c_tf_turn_(range_normalised)_____________________________________________ (nitvar015)____________________ 9.99956084905838649e-01
c_tf_turn_(upper_bound)__________________________________________________ (boundu015)____________________ 9.00000000000000000e+04
c_tf_turn_(lower_bound)__________________________________________________ (boundl015)____________________ 6.50000000000000000e+04
f_nd_alpha_electron______________________________________________________ (itvar016)_____________________ 6.70216010521328537e-02
f_nd_alpha_electron_(final_value/initial_value)__________________________ (xcm016)_______________________ 6.70216010521328509e-01
f_nd_alpha_electron_(range_normalised)___________________________________ (nitvar016)____________________ 3.40432021042657018e-01
f_nd_alpha_electron_(upper_bound)________________________________________ (boundu016)____________________ 1.00000000000000006e-01
f_nd_alpha_electron_(lower_bound)________________________________________ (boundl016)____________________ 5.00000000000000028e-02
f_a_cs_turn_steel________________________________________________________ (itvar017)_____________________ 7.21816954747829143e-01
f_a_cs_turn_steel_(final_value/initial_value)____________________________ (xcm017)_______________________ 9.02271193434786345e-01
f_a_cs_turn_steel_(range_normalised)_____________________________________ (nitvar017)____________________ 7.59554219966100175e-01
f_a_cs_turn_steel_(upper_bound)__________________________________________ (boundu017)____________________ 9.50000000000000067e-01
f_a_cs_turn_steel_(lower_bound)__________________________________________ (boundl017)____________________ 1.00000000000000002e-03
f_nd_impurity_electrons(13)______________________________________________ (itvar018)_____________________ 1.14843333435337607e-03
f_nd_impurity_electrons(13)_(final_value/initial_value)__________________ (xcm018)_______________________ 3.02219298514046342e+00
f_nd_impurity_electrons(13)_(range_normalised)___________________________ (nitvar018)____________________ 1.14842448277785891e-01
f_nd_impurity_electrons(13)_(upper_bound)________________________________ (boundu018)____________________ 1.00000000000000002e-02
f_nd_impurity_electrons(13)_(lower_bound)________________________________ (boundl018)____________________ 1.00000000000000002e-08
dr_tf_wp_with_insulation_________________________________________________ (itvar019)_____________________ 5.25613762630019243e-01
dr_tf_wp_with_insulation_(final_value/initial_value)_____________________ (xcm019)_______________________ 1.05122752526003849e+00
dr_tf_wp_with_insulation_(range_normalised)______________________________ (nitvar019)____________________ 7.85086016437620132e-02
dr_tf_wp_with_insulation_(upper_bound)___________________________________ (boundu019)____________________ 2.00000000000000000e+00
dr_tf_wp_with_insulation_(lower_bound)___________________________________ (boundl019)____________________ 4.00000000000000022e-01
Beta_consistency__________________normalised_residue_____________________ (eq_con001)____________________ -6.63570676184832564e-09
Global_power_balance_consistency__normalised_residue_____________________ (eq_con002)____________________ 6.50056386497510630e-09
Radial_build_consistency__________normalised_residue_____________________ (eq_con011)____________________ 8.31179569615869696e-12
Injection_power_upper_limit_______normalised_residue_____________________ (ineq_con030)__________________ 1.92868165437368955e-01
L-H_power_threshold_limit_________normalised_residue_____________________ (ineq_con015)__________________ 6.51696847225417430e-01
Net_electric_power_lower_limit____normalised_residue_____________________ (ineq_con016)__________________ 5.09852541639155277e-05
Beta_upper_limit__________________normalised_residue_____________________ (ineq_con024)__________________ 2.28692634917415760e-01
Peak_toroidal_field_upper_limit___normalised_residue_____________________ (ineq_con025)__________________ 1.89263421152111144e-01
CS_coil_EOF_current_density_limit_normalised_residue_____________________ (ineq_con026)__________________ 2.04065404570660691e-01
CS_coil_BOP_current_density_limit_normalised_residue_____________________ (ineq_con027)__________________ 6.10309628329899212e-02
I_op_/_I_critical_(TF_coil)_______normalised_residue_____________________ (ineq_con033)__________________ 6.62493381371476175e-05
Dump_voltage_upper_limit__________normalised_residue_____________________ (ineq_con034)__________________ 3.55757690080338307e-05
J_winding_pack/J_protection_limit_normalised_residue_____________________ (ineq_con035)__________________ 8.53511834542075576e-06
TF_coil_temp._margin_lower_limit__normalised_residue_____________________ (ineq_con036)__________________ 1.34286117362137247e-01
CS_temperature_margin_lower_limit_normalised_residue_____________________ (ineq_con060)__________________ 4.36843986976853671e-04
f_alpha_energy_confinement________normalised_residue_____________________ (ineq_con062)__________________ 3.21855321869790600e-05
Dump_time_set_by_VV_stress________normalised_residue_____________________ (ineq_con065)__________________ 6.05644534891518482e-01
CS_Tresca_yield_criterion_________normalised_residue_____________________ (ineq_con072)__________________ 4.11938256930921565e-03
nd_plasma_electron_on_axis_>_nd_plasma_pedestal_electron_______________________normalised_residue_ (ineq_con081)__________________ 3.01308374587573535e-01
Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue_____________________ (ineq_con068)__________________ 2.78856696906970569e-05
TF_coil_case_stress_upper_limit___normalised_residue_____________________ (ineq_con031)__________________ 2.67842988935784732e-05
TF_coil_conduit_stress_upper_lim__normalised_residue_____________________ (ineq_con032)__________________ 1.33500770771161292e-01
Density_upper_limit_______________normalised_residue_____________________ (ineq_con005)__________________ 3.07246968600516368e-06
Neutron_wall_load_upper_limit_____normalised_residue_____________________ (ineq_con008)__________________ 3.82329219731855519e-01
Fusion_power_upper_limit__________normalised_residue_____________________ (ineq_con009)__________________ 3.41687288737510309e-01
Burn_time_lower_limit_____________normalised_residue_____________________ (ineq_con013)__________________ 4.58960718026557579e-03
# Final Feasible Point #
# Power Reactor Costs (1990 US$) #
First_wall_/_blanket_life_(years)________________________________________ (life_blkt)____________________ 4.04746360013127937e+00
Divertor_life_(years)____________________________________________________ (life_div)_____________________ 1.04304419335027676e+00
Cost_of_electricity_(m$/kWh)_____________________________________________ (coe)__________________________ 5.42193294344965011e+02
# Detailed Costings (1990 US$) #
Acc.22_multiplier_for_Nth_of_a_kind______________________________________ (fkind)________________________ 1.00000000000000000e+00
Level_of_Safety_Assurance________________________________________________ (lsa)__________________________            4
# Structures and Site Facilities #
Site_improvements,_facilities,_land_(M$)_________________________________ (c211)_________________________ 3.52000000000000028e+01
Reactor_building_cost_(M$)_______________________________________________ (c212)_________________________ 4.47120455750584199e+02
Turbine_building_cost_(M$)_______________________________________________ (c213)_________________________ 3.80000000000000000e+01
Reactor_maintenance_building_cost_(M$)___________________________________ (c2141)________________________ 1.03067666772671259e+02
Warm_shop_cost_(M$)______________________________________________________ (c2142)________________________ 5.76412769163961016e+01
Tritium_building_cost_(M$)_______________________________________________ (c215)_________________________ 1.47999999999999989e+01
Electrical_equipment_building_cost_(M$)__________________________________ (c216)_________________________ 1.96953973410952337e+01
Additional_buildings_cost_(M$)___________________________________________ (c2171)________________________ 1.80000000000000000e+01
Control_room_buildings_cost_(M$)_________________________________________ (c2172)________________________ 2.10000000000000000e+01
Shop_and_warehouses_cost_(M$)____________________________________________ (c2173)________________________ 1.14999999999999982e+01
Cryogenic_building_cost_(M$)_____________________________________________ (c2174)________________________ 7.54921344550044715e+00
Total_account_21_cost_(M$)_______________________________________________ (c21)__________________________ 7.73574010226247196e+02
# Reactor Systems #
First_wall_cost_(M$)_____________________________________________________ (c2211)________________________ 1.91300792119858755e+02
Blanket_beryllium_cost_(M$)______________________________________________ (c22121)_______________________ 2.61092739766300838e+02
Blanket_breeder_material_cost_(M$)_______________________________________ (c22122)_______________________ 6.39846060693453410e+02
Blanket_stainless_steel_cost_(M$)________________________________________ (c22123)_______________________ 8.07261782473895408e+01
Blanket_vanadium_cost_(M$)_______________________________________________ (c22124)_______________________ 0.00000000000000000e+00
Blanket_total_cost_(M$)__________________________________________________ (c2212)________________________ 9.81664978707143746e+02
Bulk_shield_cost_(M$)____________________________________________________ (c22131)_______________________ 7.83942026885760868e+01
Penetration_shielding_cost_(M$)__________________________________________ (c22132)_______________________ 7.83942026885760868e+01
Total_shield_cost_(M$)___________________________________________________ (c2213)________________________ 1.56788405377152174e+02
Total_support_structure_cost_(M$)________________________________________ (c2214)________________________ 4.02664664259256426e+01
Divertor_cost_(M$)_______________________________________________________ (c2215)________________________ 4.16600318642425265e+01
Total_account_221_cost_(M$)______________________________________________ (c221)_________________________ 1.41168067449432283e+03
# Magnets #
TF_coil_conductor_cost_(M$)______________________________________________ (c22211)_______________________ 1.32452492243174135e+02
TF_coil_winding_cost_(M$)________________________________________________ (c22212)_______________________ 5.09587330054612409e+01
TF_coil_case_cost_(M$)___________________________________________________ (c22213)_______________________ 3.42711743236152870e+02
TF_intercoil_structure_cost_(M$)_________________________________________ (c22214)_______________________ 1.56109805622096019e+02
TF_coil_gravity_support_structure_(M$)___________________________________ (c22215)_______________________ 4.39605482360213387e+01
TF_magnet_assemblies_cost_(M$)___________________________________________ (c2221)________________________ 7.26193322342905731e+02
PF_coil_conductor_cost_(M$)______________________________________________ (c22221)_______________________ 4.61515990463411526e+02
PF_coil_winding_cost_(M$)________________________________________________ (c22222)_______________________ 7.70025050612279216e+01
PF_coil_case_cost_(M$)___________________________________________________ (c22223)_______________________ 1.49977707636337982e+02
PF_coil_support_structure_cost_(M$)______________________________________ (c22224)_______________________ 1.03073313357797502e+01
PF_magnet_assemblies_cost_(M$)___________________________________________ (c2222)________________________ 6.98803534496757152e+02
Vacuum_vessel_assembly_cost_(M$)_________________________________________ (c2223)________________________ 2.54042123822913339e+02
Total_account_222_cost_(M$)______________________________________________ (c222)_________________________ 1.67903898066257625e+03
# Power Injection #
ECH_system_cost_(M$)_____________________________________________________ (c2231)________________________ 4.84279100737578915e+02
Lower_hybrid_system_cost_(M$)____________________________________________ (c2232)________________________ 0.00000000000000000e+00
Neutral_beam_system_cost_(M$)____________________________________________ (c2233)________________________ 0.00000000000000000e+00
Total_account_223_cost_(M$)______________________________________________ (c223)_________________________ 4.84279100737578915e+02
# Vacuum Systems #
High_vacuum_pumps_cost_(M$)______________________________________________ (c2241)________________________ 1.79400000000000013e+01
Backing_pumps_cost_(M$)__________________________________________________ (c2242)________________________ 4.67999999999999972e+00
Vacuum_duct_cost_(M$)____________________________________________________ (c2243)________________________ 3.12230882960829881e+00
Valves_cost_(M$)_________________________________________________________ (c2244)________________________ 7.15234226329586154e+00
Duct_shielding_cost_(M$)_________________________________________________ (c2245)________________________ 0.00000000000000000e+00
Instrumentation_cost_(M$)________________________________________________ (c2246)________________________ 1.30000000000000004e+00
Total_account_224_cost_(M$)______________________________________________ (c224)_________________________ 3.41946510929041594e+01
# Power Conditioning #
TF_coil_power_supplies_cost_(M$)_________________________________________ (c22511)_______________________ 3.49663264576911281e+00
TF_coil_breakers_cost_(M$)_______________________________________________ (c22512)_______________________ 3.62672068319688563e+01
TF_coil_dump_resistors_cost_(M$)_________________________________________ (c22513)_______________________ 1.88066671396467839e+01
TF_coil_instrumentation_and_control_(M$)_________________________________ (c22514)_______________________ 4.79999999999999982e+00
TF_coil_bussing_cost_(M$)________________________________________________ (c22515)_______________________ 3.53467643764552335e+01
Total,_TF_coil_power_costs_(M$)__________________________________________ (c2251)________________________ 9.87172709938399748e+01
PF_coil_power_supplies_cost_(M$)_________________________________________ (c22521)_______________________ 3.39020989389047589e+00
PF_coil_instrumentation_and_control_(M$)_________________________________ (c22522)_______________________ 3.59999999999999964e+00
PF_coil_bussing_cost_(M$)________________________________________________ (c22523)_______________________ 1.19952000001589347e+01
PF_coil_burn_power_supplies_cost_(M$)____________________________________ (c22524)_______________________ 1.28254370544910001e+00
PF_coil_breakers_cost_(M$)_______________________________________________ (c22525)_______________________ 1.47093702844054572e+01
PF_coil_dump_resistors_cost_(M$)_________________________________________ (c22526)_______________________ 3.84178802563113919e+00
PF_coil_ac_breakers_cost_(M$)____________________________________________ (c22527)_______________________ 8.99999999999999911e-01
Total,_PF_coil_power_costs_(M$)__________________________________________ (c2252)________________________ 3.97191119095351084e+01
Total,_energy_storage_cost_(M$)__________________________________________ (c2253)________________________ 1.68648598153262093e+01
Total_account_225_cost_(M$)______________________________________________ (c225)_________________________ 1.55301242718701303e+02
# Heat Transport System #
Pumps_and_piping_system_cost_(M$)________________________________________ (cpp)__________________________ 4.22144178523881237e+01
Primary_heat_exchanger_cost_(M$)_________________________________________ (chx)__________________________ 8.39286048429683973e+01
Total,_reactor_cooling_system_cost_(M$)__________________________________ (c2261)________________________ 1.26143022695356521e+02
Pumps,_piping_cost_(M$)__________________________________________________ (cppa)_________________________ 3.59094888858150370e+01
Total,_auxiliary_cooling_system_cost_(M$)________________________________ (c2262)________________________ 3.59094888858150370e+01
Total,_cryogenic_system_cost_(M$)________________________________________ (c2263)________________________ 1.92614835674268988e+02
Total_account_226_cost_(M$)______________________________________________ (c226)_________________________ 3.54667347255440518e+02
# Fuel Handling System #
Fuelling_system_cost_(M$)________________________________________________ (c2271)________________________ 2.23000000000000007e+01
Fuel_processing_and_purification_cost_(M$)_______________________________ (c2272)________________________ 1.14084319312105919e+02
Atmospheric_recovery_systems_cost_(M$)___________________________________ (c2273)________________________ 5.74618416139095842e+01
Nuclear_building_ventilation_cost_(M$)___________________________________ (c2274)________________________ 6.86039229875410541e+01
Total_account_227_cost_(M$)______________________________________________ (c227)_________________________ 2.62450083913556568e+02
# Instrumentation and Control #
Instrumentation_and_control_cost_(M$)____________________________________ (c228)_________________________ 1.50000000000000000e+02
# Maintenance Equipment #
Maintenance_equipment_cost_(M$)__________________________________________ (c229)_________________________ 1.25000000000000000e+02
# Total Account 22 Cost #
Total_account_22_cost_(M$)_______________________________________________ (c22)__________________________ 4.65661208087508021e+03
# Turbine Plant Equipment #
Turbine_plant_equipment_cost_(M$)________________________________________ (c23)__________________________ 2.12316346034242770e+02
# Electric Plant Equipment #
Switchyard_equipment_cost_(M$)___________________________________________ (c241)_________________________ 1.83999999999999986e+01
Transformers_cost_(M$)___________________________________________________ (c242)_________________________ 1.00364125367271839e+01
Low_voltage_equipment_cost_(M$)__________________________________________ (c243)_________________________ 7.70749542543661548e+00
Diesel_backup_equipment_cost_(M$)________________________________________ (c244)_________________________ 6.79999999999999982e+00
Auxiliary_facilities_cost_(M$)___________________________________________ (c245)_________________________ 1.50000000000000000e+00
Total_account_24_cost_(M$)_______________________________________________ (c24)__________________________ 4.44439079621637916e+01
# Miscellaneous Plant Equipment #
Miscellaneous_plant_equipment_cost_(M$)__________________________________ (c25)__________________________ 2.50000000000000000e+01
# Heat Rejection System #
Heat_rejection_system_cost_(M$)__________________________________________ (c26)__________________________ 6.24701883946543433e+01
# Plant Direct Cost #
Plant_direct_cost_(M$)___________________________________________________ (cdirt)________________________ 5.77441653349238823e+03
# Reactor Core Cost #
Reactor_core_cost_(M$)___________________________________________________ (crctcore)_____________________ 3.57499875589447811e+03
# Indirect Cost #
Indirect_cost_(M$)_______________________________________________________ (c9)___________________________ 1.92576791391971119e+03
# Total Contingency #
Total_contingency_(M$)___________________________________________________ (ccont)________________________ 1.50153596724535942e+03
# Constructed Cost #
Constructed_cost_(M$)____________________________________________________ (concost)______________________ 9.20172041465745860e+03
# Interest during Construction #
Interest_during_construction_(M$)________________________________________ (moneyint)_____________________ 1.51828386841848101e+03
# Total Capital Investment #
Total_capital_investment_(M$)____________________________________________ (capcost)______________________ 1.07200042830759394e+04
# Plant Availability #
Allowable_blanket_neutron_fluence_(MW-yr/m2)_____________________________ (abktflnc)_____________________ 5.00000000000000000e+00
Allowable_divertor_heat_fluence_(MW-yr/m2)_______________________________ (adivflnc)_____________________ 7.00000000000000000e+00
First_wall_/_blanket_lifetime_(years)____________________________________ (life_blkt_fpy)________________ 5.05932950016409855e+00 OP
Divertor_lifetime_(years)________________________________________________ (life_div_fpy)_________________ 1.30380524168784584e+00 OP
Heating/CD_system_lifetime_(years)_______________________________________ (life_hcd_fpy)_________________ 5.05932950016409855e+00 OP
Total_plant_lifetime_(years)_____________________________________________ (life_plant)___________________ 3.00000000000000000e+01
Total_plant_availability_fraction________________________________________ (f_t_plant_available)__________ 8.00000000000000044e-01
Number_of_fusion_cycles_to_reach_allowable_fw/blanket_DPA________________ (bktcycles)____________________ 1.28767685083383949e+04
# Plasma #
Tokamak_aspect_ratio_=_Conventional,_itart_=_0___________________________ (itart)________________________            0
Plasma_shaping_model_____________________________________________________ (i_plasma_shape)_______________            0
Major_radius_(m)_________________________________________________________ (rmajor)_______________________ 8.00000000033787728e+00
Minor_radius_(m)_________________________________________________________ (rminor)_______________________ 2.66666666677929243e+00 OP
Aspect_ratio_____________________________________________________________ (aspect)_______________________ 3.00000000000000000e+00
Plasma_squareness________________________________________________________ (plasma_square)________________ 0.00000000000000000e+00 IP
Elongation,_X-point_(input_value_used)___________________________________ (kappa)________________________ 1.85000000000000009e+00 IP
Elongation,_95%_surface_(calculated_from_kappa)__________________________ (kappa95)______________________ 1.65178571428571419e+00 OP
Triangularity,_X-point_(input_value_used)________________________________ (triang)_______________________ 5.00000000000000000e-01 IP
Triangularity,_95%_surface_(calculated_from_triang)______________________ (triang95)_____________________ 3.33333333333333315e-01 OP
Plasma_poloidal_perimeter_(m)____________________________________________ (len_plasma_poloidal)__________ 2.40813671405424827e+01 OP
Plasma_cross-sectional_area_(m2)_________________________________________ (a_plasma_poloidal)____________ 3.83982222396149808e+01 OP
Plasma_surface_area_(m2)_________________________________________________ (a_plasma_surface)_____________ 1.17384277722371280e+03 OP
Plasma_volume_(m3)_______________________________________________________ (vol_plasma)___________________ 1.88817115423490736e+03 OP
Plasma_current_scaling_law_used__________________________________________ (i_plasma_current)_____________            4
Plasma_current_(MA)______________________________________________________ (c_plasma_MA)____________ 1.88501245924098875e+01 OP
Current_density_profile_factor___________________________________________ (alphaj)_______________________ 1.00000000000000000e+00
J._Wesson_plasma_current_profile_index___________________________________ (alphaj_wesson)________________ 1.48641134124607088e+00 OP
On-axis_plasma_current_density_(A/m2)____________________________________ (j_plasma_on_axis)_____________ 7.36367082626123913e+05 OP
Vertical_field_at_plasma_(T)_____________________________________________ (b_plasma_vertical_required)___ -7.93122054151497613e-01 OP
Vacuum_toroidal_field_at_R_(T)___________________________________________ (b_plasma_toroidal_on_axis)____ 5.00567289970107421e+00
Toroidal_field_at_plasma_inboard_(T)_____________________________________ (b_plasma_inboard_toroidal)____ 7.50850934955161176e+00
Toroidal_field_at_plasma_outboard_(T)____________________________________ (b_plasma_outboard_toroidal)___ 3.75425467477580588e+00
Toroidal_field_in_plasma_at_point_0______________________________________ b_plasma_toroidal_profile0_____ 7.50850934955161176e+00
Toroidal_field_in_plasma_at_point_1______________________________________ b_plasma_toroidal_profile1_____ 7.50101582724666915e+00
Toroidal_field_in_plasma_at_point_2______________________________________ b_plasma_toroidal_profile2_____ 7.49353724715968461e+00
Toroidal_field_in_plasma_at_point_3______________________________________ b_plasma_toroidal_profile3_____ 7.48607356464259244e+00
Toroidal_field_in_plasma_at_point_4______________________________________ b_plasma_toroidal_profile4_____ 7.47862473522503812e+00
Toroidal_field_in_plasma_at_point_5______________________________________ b_plasma_toroidal_profile5_____ 7.47119071461348216e+00
Toroidal_field_in_plasma_at_point_6______________________________________ b_plasma_toroidal_profile6_____ 7.46377145869033143e+00
Toroidal_field_in_plasma_at_point_7______________________________________ b_plasma_toroidal_profile7_____ 7.45636692351305896e+00
