 # PROCESS #
 # Power Reactor Optimisation Code #
 # PROCESS #
 # Power Reactor Optimisation Code #
 PROCESS_version_number__________________________________________________ (procver)_____________________     "2.3.0   R"
 Date_of_run_____________________________________________________________ (date)________________________     "25/07/2023"
 Time_of_run_____________________________________________________________ (time)________________________     "16:06"
 User____________________________________________________________________ (username)____________________     "james"
 PROCESS_run_title_______________________________________________________ (runtitle)____________________     "Run Title (change this line using input variable 'runtitle')
 PROCESS_tag_number______________________________________________________ (tagno)_______________________     "v2.3.0-hotfix"
 PROCESS_git_branch_name_________________________________________________ (branch_name)_________________     "HEAD"
 PROCESS_last_commit_message_____________________________________________ (commsg)______________________     "Move\ ford\ repository\ to\ new\ URL"
 Input_filename__________________________________________________________ (fileprefix)__________________     "/home/james/Documents/BLUEPRINT/bm2/eudemo/config/IN.DAT                                                                                                                                                "
 # Numerics #
 VMCON_error_flag________________________________________________________ (ifail)_______________________              1
 # PROCESS found a feasible solution #
 Number_of_iteration_variables___________________________________________ (nvar)________________________             40
 Number_of_constraints_(total)___________________________________________ (neqns+nineqns)_______________             24
 Optimisation_switch_____________________________________________________ (ioptimz)_____________________              1
 Figure_of_merit_switch__________________________________________________ (minmax)______________________              1
 Square_root_of_the_sum_of_squares_of_the_constraint_residuals___________ (sqsumsq)_____________________      3.1670E-09 OP
 VMCON_convergence_parameter_____________________________________________ (convergence_parameter)_______      2.4457E-10 OP
 Number_of_VMCON_iterations______________________________________________ (nviter)______________________             48 OP
 tdmptf__________________________________________________________________ (itvar026)____________________      2.4960E+01
 tdmptf_(final_value/initial_value)______________________________________ (xcm026)______________________      9.6635E-01
 tdmptf_(range_normalised)_______________________________________________ (nitvar026)___________________      2.4885E-01
 thkcas__________________________________________________________________ (itvar027)____________________      5.0442E-01
 thkcas_(final_value/initial_value)______________________________________ (xcm027)______________________      1.6814E+00
 thkcas_(range_normalised)_______________________________________________ (nitvar027)___________________      4.7834E-01
 thwcndut________________________________________________________________ (itvar028)____________________      3.6528E-03
 thwcndut_(final_value/initial_value)____________________________________ (xcm028)______________________      4.5660E-01
 thwcndut_(range_normalised)_____________________________________________ (nitvar028)___________________      2.6796E-02
 fcutfsu_________________________________________________________________ (itvar029)____________________      8.0539E-01
 fcutfsu_(final_value/initial_value)_____________________________________ (xcm029)______________________      9.9573E-01
 fcutfsu_(range_normalised)______________________________________________ (nitvar029)___________________      6.9406E-01
 cpttf___________________________________________________________________ (itvar030)____________________      6.5000E+04
 cpttf_(final_value/initial_value)_______________________________________ (xcm030)______________________      1.0000E+00
 cpttf_(range_normalised)________________________________________________ (nitvar030)___________________      1.6667E-01
 gapds___________________________________________________________________ (itvar031)____________________      2.0000E-02
 gapds_(final_value/initial_value)_______________________________________ (xcm031)______________________      1.0000E+00
 gapds_(range_normalised)________________________________________________ (nitvar031)___________________      0.0000E+00
 fimpvar_________________________________________________________________ (itvar032)____________________      3.4775E-04
 fimpvar_(final_value/initial_value)_____________________________________ (xcm032)______________________      7.9034E-01
 fimpvar_(range_normalised)______________________________________________ (nitvar032)___________________      3.4678E-02
 flhthresh_______________________________________________________________ (itvar033)____________________      1.5449E+00
 flhthresh_(final_value/initial_value)___________________________________ (xcm033)______________________      1.0319E+00
 flhthresh_(range_normalised)____________________________________________ (nitvar033)___________________      6.0548E-02
 ftmargoh________________________________________________________________ (itvar034)____________________      2.9709E-01
 ftmargoh_(final_value/initial_value)____________________________________ (xcm034)______________________      2.9709E-01
 ftmargoh_(range_normalised)_____________________________________________ (nitvar034)___________________      2.9639E-01
 ralpne__________________________________________________________________ (itvar035)____________________      6.8245E-02
 ralpne_(final_value/initial_value)______________________________________ (xcm035)______________________      9.8991E-01
 ralpne_(range_normalised)_______________________________________________ (nitvar035)___________________      1.8245E-01
 ftaulimit_______________________________________________________________ (itvar036)____________________      1.0000E+00
 ftaulimit_(final_value/initial_value)___________________________________ (xcm036)______________________      1.0000E+00
 ftaulimit_(range_normalised)____________________________________________ (nitvar036)___________________      1.0000E+00
 ftaucq__________________________________________________________________ (itvar037)____________________      9.3113E-01
 ftaucq_(final_value/initial_value)______________________________________ (xcm037)______________________      1.0135E+00
 ftaucq_(range_normalised)_______________________________________________ (nitvar037)___________________      9.3106E-01
 fpsepbqar_______________________________________________________________ (itvar038)____________________      1.0000E+00
 fpsepbqar_(final_value/initial_value)___________________________________ (xcm038)______________________      1.0000E+00
 fpsepbqar_(range_normalised)____________________________________________ (nitvar038)___________________      1.0000E+00
 oh_steel_frac___________________________________________________________ (itvar039)____________________      2.6295E-01
 oh_steel_frac_(final_value/initial_value)_______________________________ (xcm039)______________________      4.5434E-01
 oh_steel_frac_(range_normalised)________________________________________ (nitvar039)___________________      2.7603E-01
 foh_stress______________________________________________________________ (itvar040)____________________      1.0000E+00
 foh_stress_(final_value/initial_value)__________________________________ (xcm040)______________________      1.0000E+00
 foh_stress_(range_normalised)___________________________________________ (nitvar040)___________________      1.0000E+00
 Beta_consistency__________________normalised_residue____________________ (normres001)__________________     -7.6228E-13
 Global_power_balance_consistency__normalised_residue____________________ (normres002)__________________     -3.4561E-13
 Density_upper_limit_______________normalised_residue____________________ (normres003)__________________      1.9096E-13
 Neutron_wall_load_upper_limit_____normalised_residue____________________ (normres004)__________________      5.1330E-12
 Radial_build_consistency__________normalised_residue____________________ (normres005)__________________      1.5987E-13
 Burn_time_lower_limit_____________normalised_residue____________________ (normres006)__________________      2.5634E-09
 L-H_power_threshold_limit_________normalised_residue____________________ (normres007)__________________      2.8638E-11
 Net_electric_power_lower_limit____normalised_residue____________________ (normres008)__________________     -2.3211E-10
 Beta_upper_limit__________________normalised_residue____________________ (normres009)__________________     -6.1262E-13
 Peak_toroidal_field_upper_limit___normalised_residue____________________ (normres010)__________________      3.3396E-13
 CS_coil_EOF_current_density_limit_normalised_residue____________________ (normres011)__________________     -3.0289E-12
 CS_coil_BOP_current_density_limit_normalised_residue____________________ (normres012)__________________     -2.9506E-12
 Injection_power_upper_limit_______normalised_residue____________________ (normres013)__________________     -0.0000E+00
 TF_coil_case_stress_upper_limit___normalised_residue____________________ (normres014)__________________      2.9407E-11
 TF_coil_conduit_stress_upper_lim__normalised_residue____________________ (normres015)__________________      2.9399E-11
 I_op_/_I_critical_(TF_coil)_______normalised_residue____________________ (normres016)__________________     -7.9142E-10
 Dump_voltage_upper_limit__________normalised_residue____________________ (normres017)__________________      3.6749E-10
 J_winding_pack/J_protection_limit_normalised_residue____________________ (normres018)__________________     -7.8232E-10
 TF_coil_temp._margin_lower_limit__normalised_residue____________________ (normres019)__________________     -1.4225E-09
 CS_temperature_margin_lower_limit_normalised_residue____________________ (normres020)__________________     -1.3001E-13
 t_alpha_confinement/taueff_______________________normalised_residue____________________ (normres021)__________________      9.9776E-12
 Dump_time_set_by_VV_stress________normalised_residue____________________ (normres022)__________________      2.7116E-12
 Upper_Lim._on_Psep_*_Bt_/_q_A_R___normalised_residue____________________ (normres023)__________________     -4.1483E-11
 CS_Tresca_yield_criterion_________normalised_residue____________________ (normres024)__________________     -1.9797E-12
 # Final Feasible Point #
 # Plant Availability #
 Allowable_blanket_neutron_fluence_(MW-yr/m2)____________________________ (abktflnc)____________________      1.5000E+01
 Allowable_divertor_heat_fluence_(MW-yr/m2)______________________________ (adivflnc)____________________      2.0000E+01
 First_wall_/_blanket_lifetime_(years)___________________________________ (bktlife)_____________________      2.0455E+01 OP
 Divertor_lifetime_(years)_______________________________________________ (divlife)_____________________      4.1016E+00 OP
 Heating/CD_system_lifetime_(years)______________________________________ (life_hcd_fpy)_____________________      2.0455E+01 OP
 Total_plant_lifetime_(years)____________________________________________ (life_plant)_______________________      4.0000E+01
 Total_plant_availability_fraction_______________________________________ (f_t_plant_available)______________________      7.5000E-01
 # Plasma #
 Tokamak_aspect_ratio_=_Conventional,_itart_=_0__________________________ (itart)_______________________      0.0000E+00
 Major_radius_(m)________________________________________________________ (rmajor)______________________      9.2095E+00 ITV
 Minor_radius_(m)________________________________________________________ (rminor)______________________      2.9708E+00
 Aspect_ratio____________________________________________________________ (aspect)______________________      3.1000E+00
 Elongation,_X-point_(input_value_used)__________________________________ (kappa)_______________________      1.8480E+00
 Elongation,_95%_surface_(calculated_from_kappa)_________________________ (kappa95)_____________________      1.6500E+00
 Elongation,_area_ratio_calc.____________________________________________ (kappaa)______________________      1.7172E+00
 Triangularity,_X-point_(input_value_used)_______________________________ (triang)______________________      5.0000E-01
 Triangularity,_95%_surface_(calculated_from_triang)_____________________ (triang95)____________________      3.3333E-01
 Plasma_poloidal_perimeter_(m)___________________________________________ (pperim)______________________      2.6809E+01
 Plasma_cross-sectional_area_(m2)________________________________________ (xarea)_______________________      4.7614E+01
 Plasma_surface_area_(m2)________________________________________________ (sarea)_______________________      1.5059E+03 OP
 Plasma_volume_(m3)______________________________________________________ (vol)_________________________      2.6973E+03 OP
 Plasma_current_scaling_law_used_________________________________________ (icurr)_______________________              4
 Plasma_current_(MA)_____________________________________________________ (plascur/1D6)_________________      1.8073E+01
 Current_density_profile_factor__________________________________________ (alphaj)______________________      1.9256E+00
 Plasma_internal_inductance,_li__________________________________________ (ind_plasma_internal_norm)_________________________      1.2131E+00
 Vertical_field_at_plasma_(T)____________________________________________ (b_plasma_vertical_required)_______________________     -6.9158E-01
 Vacuum_toroidal_field_at_R_(T)__________________________________________ (b_plasma_toroidal_on_axis)__________________________      5.2466E+00 ITV
 Average_poloidal_field_(T)______________________________________________ (b_plasma_poloidal_average)__________________________      8.4718E-01
 Total_field_(sqrt(b_plasma_poloidal_average^2_+_bt^2))_(T)_____________________________________ (b_plasma_total)________________________      5.3145E+00
 Safety_factor_on_axis___________________________________________________ (q0)__________________________      1.0000E+00
 Safety_factor_at_95%_flux_surface_______________________________________ (q95)_________________________      3.5000E+00 ITV
 Cylindrical_safety_factor_(qcyl)________________________________________ (qstar)_______________________      2.9256E+00
 Total_plasma_beta_______________________________________________________ (beta_total_vol_avg)________________________      3.0662E-02 ITV
 Total_poloidal_beta_____________________________________________________ (beta_poloidal_vol_avg)_______________________      1.2067E+00 OP
 Total_toroidal_beta_____________________________________________________ ______________________________      3.1462E-02 OP
 Fast_alpha_beta_________________________________________________________ (beta_fast_alpha)______________________      4.1740E-03 OP
 Beam_ion_beta___________________________________________________________ (betanb)______________________      0.0000E+00 OP
 (Fast_alpha_+_beam_beta)/(thermal_beta)_________________________________ (gammaft)_____________________      1.5758E-01 OP
 Thermal_beta____________________________________________________________ ______________________________      2.6488E-02 OP
 Thermal_poloidal_beta___________________________________________________ ______________________________      1.0424E+00 OP
 Thermal_toroidal_beta_(=_beta-exp)______________________________________ ______________________________      2.7179E-02 OP
 2nd_stability_beta_:_beta_p_/_(R/a)_____________________________________ (eps*beta_poloidal_vol_avg)___________________      3.8924E-01
 2nd_stability_beta_upper_limit__________________________________________ (epbetmax)____________________      1.3800E+00
 Beta_g_coefficient______________________________________________________ (dnbeta)______________________      4.8522E+00
 Normalised_thermal_beta_________________________________________________ ______________________________      2.2844E+00
 Normalised_total_beta___________________________________________________ ______________________________      2.6443E+00
 Normalised_toroidal_beta________________________________________________ (normalised_toroidal_beta)____      2.7133E+00
 Limit_on_thermal_beta___________________________________________________ (beta_vol_avg_max)_____________________      5.6264E-02
 Plasma_thermal_energy_(J)_______________________________________________ ______________________________      1.2044E+09 OP
 Total_plasma_internal_energy_(J)________________________________________ (e_plasma_beta)      1.3942E+09 OP
 Electron_temperature_(keV)______________________________________________ (temp_plasma_electron_vol_avg_kev)__________________________      1.2263E+01 ITV
 Electron_temperature_on_axis_(keV)______________________________________ (temp_plasma_electron_on_axis_kev)_________________________      2.7831E+01
 Ion_temperature_(keV)___________________________________________________ (temp_plasma_ion_vol_avg_kev)__________________________      1.2263E+01
 Ion_temperature_on_axis_(keV)___________________________________________ (temp_plasma_ion_on_axis_kev)_________________________      2.7831E+01
 Electron_temp.,_density_weighted_(keV)__________________________________ (temp_plasma_electron_density_weighted_kev)_________________________      1.3755E+01
 Electron_density_(/m3)__________________________________________________ (nd_plasma_electrons_vol_avg)________________________      7.0631E+19 ITV
 Electron_density_on_axis_(/m3)__________________________________________ (ne0)_________________________      9.2904E+19 OP
 Line-averaged_electron_density_(/m3)____________________________________ (nd_plasma_electron_line)________________________      7.8220E+19 OP
 Line-averaged_electron_density_/_Greenwald_density______________________ (dnla_gw)_____________________      1.2000E+00 OP
 Ion_density_(/m3)_______________________________________________________ (nd_plasma_ions_total_vol_avg)______________________      6.4442E+19 OP
 Fuel_density_(/m3)______________________________________________________ (nd_plasma_fuel_ions_vol_avg)________________________      5.9579E+19 OP
 Total_impurity_density_with_Z_>_2_(no_He)_(/m3)_________________________ (nd_plasma_impurities_vol_avg)_________________________      2.8093E+16 OP
 Helium_ion_density_(thermalised_ions_only)_(/m3)________________________ (nd_plasma_alphas_vol_avg)_______________________      4.8202E+18 OP
 Proton_density_(/m3)____________________________________________________ (nd_plasma_protons_vol_avg)______________________      1.3909E+16 OP
 Hot_beam_density_(/m3)__________________________________________________ (nd_beam_ions)______________________      0.0000E+00 OP
 Density_limit_from_scaling_(/m3)________________________________________ (nd_plasma_electrons_max)_____________________      6.5183E+19 OP
 Density_limit_(enforced)_(/m3)__________________________________________ (boundu(9)*nd_plasma_electrons_max)___________      7.8220E+19 OP
 Helium_ion_density_(thermalised_ions_only)_/_electron_density___________ (f_nd_alpha_electron)______________________      6.8245E-02 ITV
 H__concentration________________________________________________________ (fimp(01)_____________________      8.4373E-01 OP
 He_concentration________________________________________________________ (fimp(02)_____________________      6.8245E-02
 Be_concentration________________________________________________________ (fimp(03)_____________________      0.0000E+00
 C__concentration________________________________________________________ (fimp(04)_____________________      0.0000E+00
 N__concentration________________________________________________________ (fimp(05)_____________________      0.0000E+00
 O__concentration________________________________________________________ (fimp(06)_____________________      0.0000E+00
 Ne_concentration________________________________________________________ (fimp(07)_____________________      0.0000E+00
 Si_concentration________________________________________________________ (fimp(08)_____________________      0.0000E+00
 Ar_concentration________________________________________________________ (fimp(09)_____________________      0.0000E+00
 Fe_concentration________________________________________________________ (fimp(10)_____________________      0.0000E+00
 Ni_concentration________________________________________________________ (fimp(11)_____________________      0.0000E+00
 Kr_concentration________________________________________________________ (fimp(12)_____________________      0.0000E+00
 Xe_concentration________________________________________________________ (fimp(13)_____________________      3.4775E-04
 W__concentration________________________________________________________ (fimp(14)_____________________      5.0000E-05
 Average_mass_of_all_ions_(amu)__________________________________________ (m_ions_total_amu)________________________      2.6709E+00 OP
 Effective_charge________________________________________________________ (n_charge_plasma_effective_vol_avg)________________________      2.1039E+00
 Density_profile_factor__________________________________________________ (alphan)______________________      1.0000E+00
 Plasma_profile_model____________________________________________________ (i_plasma_pedestal)___________________              1
 Density_pedestal_r/a_location___________________________________________ (radius_plasma_pedestal_density_norm)_____________________      9.4000E-01
 Electron_density_pedestal_height_(/m3)__________________________________ (nd_plasma_pedestal_electron)_______________________      5.5406E+19 OP
 Electron_density_at_pedestal_/_nGW______________________________________ (fgwped_out)__________________      8.5000E-01
 Temperature_pedestal_r/a_location_______________________________________ (radius_plasma_pedestal_temp_norm)_____________________      9.4000E-01
 Pedestal_scaling_switch_________________________________________________ (ieped)_______________________              1
 Electron_temp._pedestal_height_(keV)____________________________________ (temp_plasma_pedestal_kev)_______________________      3.8228E+00
 Electron_temp._at_separatrix_(keV)______________________________________ (temp_plasma_separatrix_kev)_______________________      1.0000E-01
 Electron_density_at_separatrix_(/m3)____________________________________ (nd_plasma_separatrix_electron)_______________________      3.2592E+19
 Electron_density_at_separatrix_/_nGW____________________________________ (fgwsep_out)__________________      5.0000E-01
 Temperature_profile_index_______________________________________________ (alphat)______________________      1.4500E+00
 Temperature_profile_index_beta__________________________________________ (tbeta)_______________________      2.0000E+00
 Old_ASDEX_model_________________________________________________________ (dlimit(1))___________________      4.6357E+19 OP
 Borrass_ITER_model_I____________________________________________________ (dlimit(2))___________________      9.7131E+19 OP
 Borrass_ITER_model_II___________________________________________________ (dlimit(3))___________________      3.8883E+19 OP
 JET_edge_radiation_model________________________________________________ (dlimit(4))___________________      3.7009E+21 OP
 JET_simplified_model____________________________________________________ (dlimit(5))___________________      3.8731E+20 OP
 Hugill-Murakami_Mq_model________________________________________________ (dlimit(6))___________________      5.8418E+19 OP
 Greenwald_model_________________________________________________________ (dlimit(7))___________________      6.5183E+19 OP
 Deuterium_fuel_fraction_________________________________________________ (fdeut)_______________________      5.0000E-01
 Tritium_fuel_fraction___________________________________________________ (ftrit)_______________________      5.0000E-01
 Total_fusion_power_(MW)_________________________________________________ (powfmw)______________________      2.0020E+03 OP
 _=____D-T_fusion_power_(MW)_____________________________________________ (pdt)_________________________      1.9995E+03 OP
 __+___D-D_fusion_power_(MW)_____________________________________________ (pdd)_________________________      2.4874E+00 OP
 __+_D-He3_fusion_power_(MW)_____________________________________________ (pdhe3)_______________________      0.0000E+00 OP
 Alpha_power:_total_(MW)_________________________________________________ (palpmw)______________________      3.9989E+02 OP
 Alpha_power:_beam-plasma_(MW)___________________________________________ (palpnb)______________________      0.0000E+00 OP
 Neutron_power_(MW)______________________________________________________ (pneutmw)_____________________      1.6005E+03 OP
 Charged_particle_power_(excluding_alphas)_(MW)__________________________ (pchargemw)___________________      1.6132E+00 OP
 Total_power_deposited_in_plasma_(MW)____________________________________ (tot_power_plasma)____________      4.3209E+02 OP
 Bremsstrahlung_radiation_power_(MW)_____________________________________ (pbrempv*vol)_________________      5.9586E+01 OP
 Line_radiation_power_(MW)_______________________________________________ (plinepv*vol)_________________      1.7452E+02 OP
 Synchrotron_radiation_power_(MW)________________________________________ (pden_plasma_sync_mw*vol)_________________      2.2764E+01 OP
 Synchrotron_wall_reflectivity_factor____________________________________ (f_sync_reflect)_______________________      6.0000E-01
 Normalised_minor_radius_defining_'core'_________________________________ (radius_plasma_core_norm)__________________      7.5000E-01
 Fraction_of_core_radiation_subtracted_from_P_L__________________________ (f_p_plasma_core_rad_reduction)_______      6.0000E-01
 Total_core_radiation_power_(MW)_________________________________________ (pcoreradmw)__________________      1.0351E+02 OP
 Edge_radiation_power_(MW)_______________________________________________ (pedgeradmw)__________________      1.5335E+02 OP
 Total_radiation_power_(MW)______________________________________________ (p_plasma_rad_mw)______________________      2.5687E+02 OP
 Core_radiation_fraction_=_total_radiation_in_core_/_total_power_deposite (rad_fraction_core)___________      5.9448E-01 OP
 SoL_radiation_fraction_=_total_radiation_in_SoL_/_total_power_accross_se (rad_fraction_sol)____________      8.0000E-01 IP
 Radiation_fraction_=_total_radiation_/_total_power_deposited_in_plasma__ (rad_fraction)________________      9.1890E-01 OP
 Nominal_mean_radiation_load_on_inside_surface_of_reactor_(MW/m2)________ (pflux_fw_rad_mw)_________________      1.5693E-01 OP
 Peaking_factor_for_radiation_wall_load__________________________________ (f_fw_rad_max)_________________      3.3300E+00 IP
 Maximum_permitted_radiation_wall_load_(MW/m^2)__________________________ (pflux_fw_rad_max)______________      1.0000E+00 IP
 Peak_radiation_wall_load_(MW/m^2)_______________________________________ (pflux_fw_rad_max_mw)_____________      5.2256E-01 OP
 Nominal_mean_neutron_load_on_inside_surface_of_reactor_(MW/m2)__________ (pflux_fw_neutron_mw)______________________      9.7775E-01 OP
